#    L    TT             EE             BB             TE          
    54    0.14605E+04    0.14466E+00    0.36543E-03   -0.41678E+00
    55    0.14810E+04    0.15339E+00    0.37829E-03   -0.65442E+00
    56    0.15018E+04    0.16237E+00    0.39218E-03   -0.90447E+00
    57    0.15230E+04    0.17149E+00    0.40720E-03   -0.11668E+01
    58    0.15444E+04    0.18076E+00    0.42343E-03   -0.14419E+01
    59    0.15659E+04    0.19022E+00    0.44095E-03   -0.17304E+01
    60    0.15877E+04    0.19993E+00    0.45986E-03   -0.20315E+01
    61    0.16098E+04    0.20998E+00    0.48021E-03   -0.23442E+01
    62    0.16319E+04    0.22037E+00    0.50211E-03   -0.26695E+01
    63    0.16541E+04    0.23104E+00    0.52561E-03   -0.30085E+01
    64    0.16767E+04    0.24200E+00    0.55078E-03   -0.33624E+01
    65    0.16993E+04    0.25324E+00    0.57768E-03   -0.37321E+01
    66    0.17222E+04    0.26467E+00    0.60637E-03   -0.41156E+01
    67    0.17454E+04    0.27631E+00    0.63690E-03   -0.45102E+01
    68    0.17689E+04    0.28819E+00    0.66930E-03   -0.49140E+01
    69    0.17926E+04    0.30027E+00    0.70361E-03   -0.53251E+01
    70    0.18166E+04    0.31260E+00    0.73984E-03   -0.57452E+01
    71    0.18408E+04    0.32516E+00    0.77802E-03   -0.61766E+01
    72    0.18651E+04    0.33792E+00    0.81813E-03   -0.66205E+01
    73    0.18896E+04    0.35086E+00    0.86017E-03   -0.70778E+01
    74    0.19143E+04    0.36396E+00    0.90413E-03   -0.75477E+01
    75    0.19393E+04    0.37722E+00    0.94997E-03   -0.80287E+01
    76    0.19645E+04    0.39066E+00    0.99765E-03   -0.85203E+01
    77    0.19901E+04    0.40427E+00    0.10471E-02   -0.90223E+01
    78    0.20161E+04    0.41806E+00    0.10983E-02   -0.95361E+01
    79    0.20422E+04    0.43198E+00    0.11511E-02   -0.10058E+02
    80    0.20686E+04    0.44604E+00    0.12055E-02   -0.10589E+02
    81    0.20952E+04    0.46019E+00    0.12613E-02   -0.11130E+02
    82    0.21220E+04    0.47444E+00    0.13185E-02   -0.11680E+02
    83    0.21490E+04    0.48878E+00    0.13769E-02   -0.12238E+02
    84    0.21763E+04    0.50320E+00    0.14363E-02   -0.12803E+02
    85    0.22037E+04    0.51767E+00    0.14967E-02   -0.13375E+02
    86    0.22313E+04    0.53220E+00    0.15579E-02   -0.13954E+02
    87    0.22593E+04    0.54677E+00    0.16198E-02   -0.14538E+02
    88    0.22873E+04    0.56139E+00    0.16821E-02   -0.15128E+02
    89    0.23157E+04    0.57605E+00    0.17446E-02   -0.15725E+02
    90    0.23442E+04    0.59070E+00    0.18073E-02   -0.16327E+02
    91    0.23729E+04    0.60535E+00    0.18700E-02   -0.16934E+02
    92    0.24019E+04    0.61997E+00    0.19324E-02   -0.17546E+02
    93    0.24311E+04    0.63456E+00    0.19943E-02   -0.18162E+02
    94    0.24604E+04    0.64908E+00    0.20556E-02   -0.18781E+02
    95    0.24900E+04    0.66354E+00    0.21161E-02   -0.19405E+02
    96    0.25196E+04    0.67792E+00    0.21756E-02   -0.20031E+02
    97    0.25496E+04    0.69220E+00    0.22339E-02   -0.20661E+02
    98    0.25798E+04    0.70639E+00    0.22909E-02   -0.21290E+02
    99    0.26101E+04    0.72043E+00    0.23463E-02   -0.21923E+02
   100    0.26407E+04    0.73434E+00    0.24000E-02   -0.22555E+02
   101    0.26714E+04    0.74817E+00    0.24519E-02   -0.23189E+02
   102    0.27026E+04    0.76178E+00    0.25019E-02   -0.23822E+02
   103    0.27338E+04    0.77524E+00    0.25497E-02   -0.24456E+02
   104    0.27651E+04    0.78856E+00    0.25953E-02   -0.25088E+02
   105    0.27966E+04    0.80165E+00    0.26386E-02   -0.25718E+02
   106    0.28283E+04    0.81460E+00    0.26795E-02   -0.26347E+02
   107    0.28600E+04    0.82726E+00    0.27180E-02   -0.26974E+02
   108    0.28920E+04    0.83970E+00    0.27539E-02   -0.27597E+02
   109    0.29241E+04    0.85185E+00    0.27873E-02   -0.28217E+02
   110    0.29563E+04    0.86371E+00    0.28182E-02   -0.28832E+02
   111    0.29887E+04    0.87536E+00    0.28465E-02   -0.29443E+02
   112    0.30212E+04    0.88672E+00    0.28723E-02   -0.30050E+02
   113    0.30540E+04    0.89780E+00    0.28957E-02   -0.30651E+02
   114    0.30868E+04    0.90852E+00    0.29168E-02   -0.31245E+02
   115    0.31198E+04    0.91903E+00    0.29356E-02   -0.31833E+02
   116    0.31528E+04    0.92911E+00    0.29523E-02   -0.32413E+02
   117    0.31861E+04    0.93883E+00    0.29669E-02   -0.32985E+02
   118    0.32195E+04    0.94835E+00    0.29798E-02   -0.33549E+02
   119    0.32530E+04    0.95751E+00    0.29911E-02   -0.34104E+02
   120    0.32865E+04    0.96617E+00    0.30009E-02   -0.34649E+02
   121    0.33201E+04    0.97463E+00    0.30095E-02   -0.35184E+02
   122    0.33537E+04    0.98259E+00    0.30172E-02   -0.35708E+02
   123    0.33874E+04    0.99013E+00    0.30242E-02   -0.36222E+02
   124    0.34212E+04    0.99731E+00    0.30308E-02   -0.36723E+02
   125    0.34549E+04    0.10041E+01    0.30373E-02   -0.37212E+02
   126    0.34887E+04    0.10105E+01    0.30440E-02   -0.37690E+02
   127    0.35224E+04    0.10164E+01    0.30512E-02   -0.38154E+02
   128    0.35562E+04    0.10220E+01    0.30592E-02   -0.38605E+02
   129    0.35900E+04    0.10271E+01    0.30684E-02   -0.39041E+02
   130    0.36238E+04    0.10317E+01    0.30790E-02   -0.39463E+02
   131    0.36575E+04    0.10359E+01    0.30915E-02   -0.39871E+02
   132    0.36913E+04    0.10396E+01    0.31061E-02   -0.40262E+02
   133    0.37251E+04    0.10430E+01    0.31232E-02   -0.40639E+02
   134    0.37588E+04    0.10459E+01    0.31432E-02   -0.40997E+02
   135    0.37925E+04    0.10483E+01    0.31662E-02   -0.41340E+02
   136    0.38260E+04    0.10502E+01    0.31927E-02   -0.41663E+02
   137    0.38595E+04    0.10518E+01    0.32229E-02   -0.41969E+02
   138    0.38929E+04    0.10528E+01    0.32571E-02   -0.42257E+02
   139    0.39261E+04    0.10535E+01    0.32955E-02   -0.42525E+02
   140    0.39593E+04    0.10536E+01    0.33385E-02   -0.42775E+02
   141    0.39924E+04    0.10532E+01    0.33861E-02   -0.43004E+02
   142    0.40254E+04    0.10524E+01    0.34387E-02   -0.43213E+02
   143    0.40583E+04    0.10512E+01    0.34963E-02   -0.43403E+02
   144    0.40910E+04    0.10495E+01    0.35591E-02   -0.43572E+02
   145    0.41236E+04    0.10475E+01    0.36272E-02   -0.43719E+02
   146    0.41562E+04    0.10448E+01    0.37007E-02   -0.43846E+02
   147    0.41884E+04    0.10419E+01    0.37797E-02   -0.43949E+02
   148    0.42205E+04    0.10384E+01    0.38640E-02   -0.44032E+02
   149    0.42525E+04    0.10345E+01    0.39538E-02   -0.44092E+02
   150    0.42843E+04    0.10303E+01    0.40489E-02   -0.44127E+02
   151    0.43158E+04    0.10257E+01    0.41493E-02   -0.44140E+02
   152    0.43471E+04    0.10205E+01    0.42547E-02   -0.44131E+02
   153    0.43783E+04    0.10150E+01    0.43651E-02   -0.44095E+02
   154    0.44092E+04    0.10092E+01    0.44803E-02   -0.44037E+02
   155    0.44399E+04    0.10029E+01    0.45999E-02   -0.43954E+02
   156    0.44702E+04    0.99638E+00    0.47238E-02   -0.43847E+02
   157    0.45004E+04    0.98946E+00    0.48516E-02   -0.43715E+02
   158    0.45304E+04    0.98225E+00    0.49829E-02   -0.43558E+02
   159    0.45600E+04    0.97461E+00    0.51175E-02   -0.43376E+02
   160    0.45894E+04    0.96669E+00    0.52550E-02   -0.43168E+02
   161    0.46186E+04    0.95855E+00    0.53948E-02   -0.42935E+02
   162    0.46475E+04    0.95005E+00    0.55367E-02   -0.42677E+02
   163    0.46762E+04    0.94126E+00    0.56800E-02   -0.42393E+02
   164    0.47045E+04    0.93225E+00    0.58245E-02   -0.42084E+02
   165    0.47326E+04    0.92295E+00    0.59695E-02   -0.41748E+02
   166    0.47605E+04    0.91351E+00    0.61146E-02   -0.41387E+02
   167    0.47880E+04    0.90370E+00    0.62593E-02   -0.41001E+02
   168    0.48152E+04    0.89390E+00    0.64030E-02   -0.40587E+02
   169    0.48420E+04    0.88380E+00    0.65454E-02   -0.40147E+02
   170    0.48685E+04    0.87364E+00    0.66858E-02   -0.39681E+02
   171    0.48945E+04    0.86340E+00    0.68239E-02   -0.39187E+02
   172    0.49202E+04    0.85302E+00    0.69591E-02   -0.38667E+02
   173    0.49454E+04    0.84249E+00    0.70909E-02   -0.38121E+02
   174    0.49703E+04    0.83212E+00    0.72190E-02   -0.37548E+02
   175    0.49948E+04    0.82160E+00    0.73429E-02   -0.36948E+02
   176    0.50188E+04    0.81117E+00    0.74623E-02   -0.36321E+02
   177    0.50424E+04    0.80074E+00    0.75767E-02   -0.35669E+02
   178    0.50655E+04    0.79054E+00    0.76859E-02   -0.34989E+02
   179    0.50882E+04    0.78028E+00    0.77896E-02   -0.34283E+02
   180    0.51105E+04    0.77017E+00    0.78875E-02   -0.33551E+02
   181    0.51324E+04    0.76021E+00    0.79794E-02   -0.32793E+02
   182    0.51537E+04    0.75049E+00    0.80652E-02   -0.32009E+02
   183    0.51746E+04    0.74093E+00    0.81447E-02   -0.31199E+02
   184    0.51950E+04    0.73161E+00    0.82180E-02   -0.30363E+02
   185    0.52150E+04    0.72267E+00    0.82849E-02   -0.29503E+02
   186    0.52342E+04    0.71397E+00    0.83456E-02   -0.28615E+02
   187    0.52533E+04    0.70566E+00    0.84001E-02   -0.27703E+02
   188    0.52718E+04    0.69772E+00    0.84485E-02   -0.26766E+02
   189    0.52897E+04    0.69020E+00    0.84911E-02   -0.25805E+02
   190    0.53075E+04    0.68314E+00    0.85281E-02   -0.24819E+02
   191    0.53243E+04    0.67656E+00    0.85598E-02   -0.23808E+02
   192    0.53408E+04    0.67050E+00    0.85866E-02   -0.22773E+02
   193    0.53567E+04    0.66500E+00    0.86087E-02   -0.21716E+02
   194    0.53723E+04    0.66008E+00    0.86268E-02   -0.20634E+02
   195    0.53872E+04    0.65579E+00    0.86412E-02   -0.19529E+02
   196    0.54016E+04    0.65216E+00    0.86525E-02   -0.18402E+02
   197    0.54155E+04    0.64924E+00    0.86612E-02   -0.17253E+02
   198    0.54289E+04    0.64705E+00    0.86679E-02   -0.16081E+02
   199    0.54418E+04    0.64564E+00    0.86733E-02   -0.14888E+02
   200    0.54541E+04    0.64502E+00    0.86780E-02   -0.13674E+02
   201    0.54659E+04    0.64526E+00    0.86827E-02   -0.12439E+02
   202    0.54772E+04    0.64636E+00    0.86880E-02   -0.11183E+02
   203    0.54879E+04    0.64839E+00    0.86946E-02   -0.99068E+01
   204    0.54979E+04    0.65137E+00    0.87033E-02   -0.86126E+01
   205    0.55074E+04    0.65533E+00    0.87148E-02   -0.72983E+01
   206    0.55163E+04    0.66032E+00    0.87297E-02   -0.59651E+01
   207    0.55247E+04    0.66636E+00    0.87487E-02   -0.46135E+01
   208    0.55323E+04    0.67349E+00    0.87725E-02   -0.32441E+01
   209    0.55393E+04    0.68174E+00    0.88018E-02   -0.18570E+01
   210    0.55457E+04    0.69116E+00    0.88372E-02   -0.45332E+00
   211    0.55516E+04    0.70178E+00    0.88792E-02    0.96700E+00
   212    0.55567E+04    0.71361E+00    0.89285E-02    0.24030E+01
   213    0.55613E+04    0.72671E+00    0.89856E-02    0.38548E+01
   214    0.55653E+04    0.74106E+00    0.90508E-02    0.53211E+01
   215    0.55687E+04    0.75685E+00    0.91247E-02    0.68013E+01
   216    0.55714E+04    0.77389E+00    0.92076E-02    0.82958E+01
   217    0.55736E+04    0.79234E+00    0.92998E-02    0.98028E+01
   218    0.55751E+04    0.81219E+00    0.94016E-02    0.11322E+02
   219    0.55760E+04    0.83344E+00    0.95131E-02    0.12856E+02
   220    0.55764E+04    0.85623E+00    0.96345E-02    0.14398E+02
   221    0.55762E+04    0.88048E+00    0.97658E-02    0.15952E+02
   222    0.55753E+04    0.90634E+00    0.99069E-02    0.17515E+02
   223    0.55738E+04    0.93373E+00    0.10058E-01    0.19090E+02
   224    0.55718E+04    0.96264E+00    0.10218E-01    0.20671E+02
   225    0.55691E+04    0.99322E+00    0.10388E-01    0.22263E+02
   226    0.55659E+04    0.10255E+01    0.10567E-01    0.23861E+02
   227    0.55620E+04    0.10594E+01    0.10754E-01    0.25466E+02
   228    0.55575E+04    0.10949E+01    0.10950E-01    0.27078E+02
   229    0.55525E+04    0.11322E+01    0.11153E-01    0.28695E+02
   230    0.55468E+04    0.11712E+01    0.11363E-01    0.30318E+02
   231    0.55405E+04    0.12120E+01    0.11580E-01    0.31945E+02
   232    0.55337E+04    0.12544E+01    0.11802E-01    0.33576E+02
   233    0.55262E+04    0.12989E+01    0.12029E-01    0.35209E+02
   234    0.55180E+04    0.13451E+01    0.12260E-01    0.36844E+02
   235    0.55093E+04    0.13931E+01    0.12494E-01    0.38481E+02
   236    0.54999E+04    0.14430E+01    0.12730E-01    0.40120E+02
   237    0.54900E+04    0.14948E+01    0.12968E-01    0.41758E+02
   238    0.54794E+04    0.15486E+01    0.13206E-01    0.43396E+02
   239    0.54684E+04    0.16042E+01    0.13444E-01    0.45033E+02
   240    0.54566E+04    0.16618E+01    0.13680E-01    0.46667E+02
   241    0.54443E+04    0.17214E+01    0.13913E-01    0.48298E+02
   242    0.54315E+04    0.17829E+01    0.14143E-01    0.49927E+02
   243    0.54181E+04    0.18464E+01    0.14368E-01    0.51551E+02
   244    0.54040E+04    0.19119E+01    0.14587E-01    0.53171E+02
   245    0.53894E+04    0.19795E+01    0.14800E-01    0.54785E+02
   246    0.53743E+04    0.20492E+01    0.15006E-01    0.56393E+02
   247    0.53586E+04    0.21208E+01    0.15203E-01    0.57994E+02
   248    0.53424E+04    0.21947E+01    0.15391E-01    0.59587E+02
   249    0.53257E+04    0.22705E+01    0.15570E-01    0.61172E+02
   250    0.53084E+04    0.23486E+01    0.15737E-01    0.62748E+02
   251    0.52907E+04    0.24287E+01    0.15893E-01    0.64314E+02
   252    0.52723E+04    0.25110E+01    0.16038E-01    0.65870E+02
   253    0.52537E+04    0.25952E+01    0.16170E-01    0.67414E+02
   254    0.52344E+04    0.26818E+01    0.16289E-01    0.68947E+02
   255    0.52146E+04    0.27704E+01    0.16396E-01    0.70467E+02
   256    0.51944E+04    0.28613E+01    0.16489E-01    0.71975E+02
   257    0.51737E+04    0.29542E+01    0.16568E-01    0.73464E+02
   258    0.51525E+04    0.30494E+01    0.16634E-01    0.74945E+02
   259    0.51309E+04    0.31467E+01    0.16687E-01    0.76404E+02
   260    0.51089E+04    0.32462E+01    0.16726E-01    0.77855E+02
   261    0.50864E+04    0.33479E+01    0.16752E-01    0.79277E+02
   262    0.50634E+04    0.34518E+01    0.16765E-01    0.80691E+02
   263    0.50402E+04    0.35579E+01    0.16767E-01    0.82091E+02
   264    0.50165E+04    0.36662E+01    0.16756E-01    0.83468E+02
   265    0.49922E+04    0.37766E+01    0.16735E-01    0.84815E+02
   266    0.49676E+04    0.38894E+01    0.16703E-01    0.86156E+02
   267    0.49426E+04    0.40041E+01    0.16662E-01    0.87466E+02
   268    0.49171E+04    0.41212E+01    0.16612E-01    0.88762E+02
   269    0.48912E+04    0.42404E+01    0.16555E-01    0.90036E+02
   270    0.48650E+04    0.43617E+01    0.16491E-01    0.91287E+02
   271    0.48384E+04    0.44851E+01    0.16421E-01    0.92516E+02
   272    0.48116E+04    0.46109E+01    0.16348E-01    0.93716E+02
   273    0.47843E+04    0.47385E+01    0.16271E-01    0.94901E+02
   274    0.47568E+04    0.48684E+01    0.16192E-01    0.96049E+02
   275    0.47289E+04    0.50002E+01    0.16113E-01    0.97182E+02
   276    0.47008E+04    0.51341E+01    0.16035E-01    0.98278E+02
   277    0.46722E+04    0.52701E+01    0.15959E-01    0.99360E+02
   278    0.46434E+04    0.54081E+01    0.15886E-01    0.10040E+03
   279    0.46143E+04    0.55480E+01    0.15818E-01    0.10142E+03
   280    0.45850E+04    0.56899E+01    0.15756E-01    0.10242E+03
   281    0.45555E+04    0.58338E+01    0.15701E-01    0.10338E+03
   282    0.45256E+04    0.59794E+01    0.15655E-01    0.10432E+03
   283    0.44955E+04    0.61270E+01    0.15618E-01    0.10522E+03
   284    0.44652E+04    0.62763E+01    0.15592E-01    0.10610E+03
   285    0.44347E+04    0.64276E+01    0.15578E-01    0.10695E+03
   286    0.44039E+04    0.65805E+01    0.15576E-01    0.10776E+03
   287    0.43729E+04    0.67352E+01    0.15589E-01    0.10854E+03
   288    0.43417E+04    0.68915E+01    0.15615E-01    0.10930E+03
   289    0.43104E+04    0.70495E+01    0.15657E-01    0.11002E+03
   290    0.42789E+04    0.72089E+01    0.15714E-01    0.11071E+03
   291    0.42472E+04    0.73704E+01    0.15788E-01    0.11136E+03
   292    0.42151E+04    0.75331E+01    0.15877E-01    0.11199E+03
   293    0.41832E+04    0.76965E+01    0.15984E-01    0.11257E+03
   294    0.41510E+04    0.78620E+01    0.16107E-01    0.11313E+03
   295    0.41188E+04    0.80282E+01    0.16247E-01    0.11365E+03
   296    0.40864E+04    0.81966E+01    0.16404E-01    0.11414E+03
   297    0.40539E+04    0.83648E+01    0.16576E-01    0.11460E+03
   298    0.40211E+04    0.85353E+01    0.16764E-01    0.11502E+03
   299    0.39884E+04    0.87071E+01    0.16968E-01    0.11540E+03
   300    0.39556E+04    0.88788E+01    0.17186E-01    0.11575E+03
